Region,Country,Year,Age,Gender,Literacy rate
Latin America and the Caribbean,Martinique,2014,25-64,total,0.985
Latin America and the Caribbean,Martinique,2014,65+,female,0.856
Latin America and the Caribbean,Martinique,2014,65+,male,0.9144
Latin America and the Caribbean,Martinique,2014,65+,total,0.8809999999999999
Latin America and the Caribbean,Mexico,2010,15+,female,0.9185342
Latin America and the Caribbean,Mexico,2010,15+,male,0.9438394
Latin America and the Caribbean,Mexico,2010,15+,total,0.9306894
Latin America and the Caribbean,Mexico,2010,15-24,female,0.9849213
Latin America and the Caribbean,Mexico,2010,15-24,male,0.9837557
Latin America and the Caribbean,Mexico,2010,15-24,total,0.9843452
Latin America and the Caribbean,Mexico,2010,25-64,female,0.9266668
Latin America and the Caribbean,Mexico,2010,25-64,male,0.9503381000000001
Latin America and the Caribbean,Mexico,2010,25-64,total,0.9379592
Latin America and the Caribbean,Mexico,2010,65+,female,0.6717825999999999
Latin America and the Caribbean,Mexico,2010,65+,male,0.7657243
Latin America and the Caribbean,Mexico,2010,65+,total,0.7152189
Latin America and the Caribbean,Mexico,2011,15+,female,0.9233828
Latin America and the Caribbean,Mexico,2011,15+,male,0.9478276999999999
Latin America and the Caribbean,Mexico,2011,15+,total,0.9351998
Latin America and the Caribbean,Mexico,2011,15-24,female,0.9850666
Latin America and the Caribbean,Mexico,2011,15-24,male,0.9841656000000001
Latin America and the Caribbean,Mexico,2011,15-24,total,0.9846177
Latin America and the Caribbean,Mexico,2011,25-64,female,0.9325608
Latin America and the Caribbean,Mexico,2011,25-64,male,0.9551788000000001
Latin America and the Caribbean,Mexico,2011,25-64,total,0.9434567
Latin America and the Caribbean,Mexico,2011,65+,female,0.6855595999999999
Latin America and the Caribbean,Mexico,2011,65+,male,0.7660558000000001
Latin America and the Caribbean,Mexico,2011,65+,total,0.7219507000000001
Latin America and the Caribbean,Mexico,2012,15+,female,0.9317924
Latin America and the Caribbean,Mexico,2012,15+,male,0.9539163
Latin America and the Caribbean,Mexico,2012,15+,total,0.9422839999999999
Latin America and the Caribbean,Mexico,2012,15-24,female,0.9902957000000001
Latin America and the Caribbean,Mexico,2012,15-24,male,0.9872037
Latin America and the Caribbean,Mexico,2012,15-24,total,0.9887542
Latin America and the Caribbean,Mexico,2012,25-64,female,0.9438401000000001
Latin America and the Caribbean,Mexico,2012,25-64,male,0.9624045999999999
Latin America and the Caribbean,Mexico,2012,25-64,total,0.9525304
Latin America and the Caribbean,Mexico,2012,65+,female,0.718245
Latin America and the Caribbean,Mexico,2012,65+,male,0.8017614000000001
Latin America and the Caribbean,Mexico,2012,65+,total,0.7558978000000001
Latin America and the Caribbean,Mexico,2013,15+,female,0.9290394000000001
Latin America and the Caribbean,Mexico,2013,15+,male,0.9511211
Latin America and the Caribbean,Mexico,2013,15+,total,0.9396285
Latin America and the Caribbean,Mexico,2013,15-24,female,0.9860191
Latin America and the Caribbean,Mexico,2013,15-24,male,0.9852684
Latin America and the Caribbean,Mexico,2013,15-24,total,0.985645
Latin America and the Caribbean,Mexico,2013,25-64,female,0.9370227
Latin America and the Caribbean,Mexico,2013,25-64,male,0.9572187
Latin America and the Caribbean,Mexico,2013,25-64,total,0.9466167
Latin America and the Caribbean,Mexico,2013,65+,female,0.7274084000000001
Latin America and the Caribbean,Mexico,2013,65+,male,0.8037546
Latin America and the Caribbean,Mexico,2013,65+,total,0.7624995
Latin America and the Caribbean,Mexico,2014,15+,female,0.9359134
Latin America and the Caribbean,Mexico,2014,15+,male,0.9562047
Latin America and the Caribbean,Mexico,2014,15+,total,0.9455588
Latin America and the Caribbean,Mexico,2014,15-24,female,0.9907946
Latin America and the Caribbean,Mexico,2014,15-24,male,0.9892221000000001
Latin America and the Caribbean,Mexico,2014,15-24,total,0.9900004
Latin America and the Caribbean,Mexico,2014,25-64,female,0.948293
Latin America and the Caribbean,Mexico,2014,25-64,male,0.9643640000000001
Latin America and the Caribbean,Mexico,2014,25-64,total,0.9558051000000001
Latin America and the Caribbean,Mexico,2014,65+,female,0.7416446999999999
Latin America and the Caribbean,Mexico,2014,65+,male,0.8162613000000001
Latin America and the Caribbean,Mexico,2014,65+,total,0.7755537
Latin America and the Caribbean,Mexico,2015,15+,female,0.934855
Latin America and the Caribbean,Mexico,2015,15+,male,0.9554933
Latin America and the Caribbean,Mexico,2015,15+,total,0.9447228
Latin America and the Caribbean,Mexico,2015,15-24,female,0.9901495
Latin America and the Caribbean,Mexico,2015,15-24,male,0.9887352
Latin America and the Caribbean,Mexico,2015,15-24,total,0.9894471
Latin America and the Caribbean,Mexico,2015,25-64,female,0.9457888
Latin America and the Caribbean,Mexico,2015,25-64,male,0.9625047000000001
Latin America and the Caribbean,Mexico,2015,25-64,total,0.9537065
Latin America and the Caribbean,Mexico,2015,65+,female,0.7314122000000001
Latin America and the Caribbean,Mexico,2015,65+,male,0.8157868
Latin America and the Caribbean,Mexico,2015,65+,total,0.7703146
Latin America and the Caribbean,Mexico,2016,15+,female,0.9396852
Latin America and the Caribbean,Mexico,2016,15+,male,0.9584482
Latin America and the Caribbean,Mexico,2016,15+,total,0.9485962000000001
Latin America and the Caribbean,Mexico,2016,15-24,female,0.9920722999999999
Latin America and the Caribbean,Mexico,2016,15-24,male,0.9902592
Latin America and the Caribbean,Mexico,2016,15-24,total,0.9911620000000001
Latin America and the Caribbean,Mexico,2016,25-64,female,0.9528932
Latin America and the Caribbean,Mexico,2016,25-64,male,0.9662572
Latin America and the Caribbean,Mexico,2016,25-64,total,0.9591486
Latin America and the Caribbean,Mexico,2016,65+,female,0.7536244999999999
Latin America and the Caribbean,Mexico,2016,65+,male,0.8309442
Latin America and the Caribbean,Mexico,2016,65+,total,0.7888511
Latin America and the Caribbean,Mexico,2017,15+,female,0.9416576000000001
Latin America and the Caribbean,Mexico,2017,15+,male,0.9587237000000001
Latin America and the Caribbean,Mexico,2017,15+,total,0.9497278
Latin America and the Caribbean,Mexico,2017,15-24,female,0.9916837
Latin America and the Caribbean,Mexico,2017,15-24,male,0.9908129999999999
Latin America and the Caribbean,Mexico,2017,15-24,total,0.9912469
Latin America and the Caribbean,Mexico,2017,25-64,female,0.9561018
Latin America and the Caribbean,Mexico,2017,25-64,male,0.9665091
Latin America and the Caribbean,Mexico,2017,25-64,total,0.9609583
Latin America and the Caribbean,Mexico,2017,65+,female,0.7620627
Latin America and the Caribbean,Mexico,2017,65+,male,0.833238
Latin America and the Caribbean,Mexico,2017,65+,total,0.7939136000000001
Latin America and the Caribbean,Mexico,2018,15+,female,0.9460805000000001
Latin America and the Caribbean,Mexico,2018,15+,male,0.962329
Latin America and the Caribbean,Mexico,2018,15+,total,0.9537990999999999
Latin America and the Caribbean,Mexico,2018,15-24,female,0.9938847
Latin America and the Caribbean,Mexico,2018,15-24,male,0.9924864
Latin America and the Caribbean,Mexico,2018,15-24,total,0.9931845
Latin America and the Caribbean,Mexico,2018,25-64,female,0.9598739000000001
Latin America and the Caribbean,Mexico,2018,25-64,male,0.9703488
Latin America and the Caribbean,Mexico,2018,25-64,total,0.9647840999999999
Latin America and the Caribbean,Mexico,2018,65+,female,0.7743952000000001
Latin America and the Caribbean,Mexico,2018,65+,male,0.8448669
Latin America and the Caribbean,Mexico,2018,65+,total,0.8066542
Latin America and the Caribbean,Nicaragua,2015,15+,female,0.8277935
Latin America and the Caribbean,Nicaragua,2015,15+,male,0.8243855000000001
Latin America and the Caribbean,Nicaragua,2015,15+,total,0.8261455
Latin America and the Caribbean,Nicaragua,2015,15-24,female,0.9360194
Latin America and the Caribbean,Nicaragua,2015,15-24,male,0.8964283000000001
Latin America and the Caribbean,Nicaragua,2015,15-24,total,0.9157178
Latin America and the Caribbean,Nicaragua,2015,25-64,female,0.8167095000000001
Latin America and the Caribbean,Nicaragua,2015,25-64,male,0.8137148000000001
Latin America and the Caribbean,Nicaragua,2015,25-64,total,0.8152832
Latin America and the Caribbean,Nicaragua,2015,65+,female,0.5434577
Latin America and the Caribbean,Nicaragua,2015,65+,male,0.5848808
Latin America and the Caribbean,Nicaragua,2015,65+,total,0.561369
Latin America and the Caribbean,Panama,2010,15+,female,0.9348525999999999
Latin America and the Caribbean,Panama,2010,15+,male,0.9470740999999999
Latin America and the Caribbean,Panama,2010,15+,total,0.9409412
Latin America and the Caribbean,Panama,2010,15-24,female,0.9733687000000001
Latin America and the Caribbean,Panama,2010,15-24,male,0.9793447000000001
Latin America and the Caribbean,Panama,2010,15-24,total,0.9763853
Latin America and the Caribbean,Panama,2010,25-64,female,0.9415858
Latin America and the Caribbean,Panama,2010,25-64,male,0.9562459
Latin America and the Caribbean,Panama,2010,25-64,total,0.9488925
Latin America and the Caribbean,Panama,2010,65+,female,0.8085442999999999
Latin America and the Caribbean,Panama,2010,65+,male,0.808843
Latin America and the Caribbean,Panama,2010,65+,total,0.8086880999999999
Latin America and the Caribbean,Panama,2018,15+,female,0.9488172
Latin America and the Caribbean,Panama,2018,15+,male,0.9596893
Latin America and the Caribbean,Panama,2018,15+,total,0.9541181000000001
Latin America and the Caribbean,Panama,2018,15-24,female,0.9887429
Latin America and the Caribbean,Panama,2018,15-24,male,0.9931220000000001
Latin America and the Caribbean,Panama,2018,15-24,total,0.9909909
Latin America and the Caribbean,Panama,2018,25-64,female,0.9574144
Latin America and the Caribbean,Panama,2018,25-64,male,0.9699069
Latin America and the Caribbean,Panama,2018,25-64,total,0.9634359
Latin America and the Caribbean,Panama,2018,65+,female,0.8488551
Latin America and the Caribbean,Panama,2018,65+,male,0.850231
Latin America and the Caribbean,Panama,2018,65+,total,0.8495008
Latin America and the Caribbean,Paraguay,2010,15+,female,0.9292574
Latin America and the Caribbean,Paraguay,2010,15+,male,0.9481314999999999
Latin America and the Caribbean,Paraguay,2010,15+,total,0.9387092
Latin America and the Caribbean,Paraguay,2010,15-24,female,0.9872882
Latin America and the Caribbean,Paraguay,2010,15-24,male,0.9850034
Latin America and the Caribbean,Paraguay,2010,15-24,total,0.9861045
Latin America and the Caribbean,Paraguay,2010,25-64,female,0.935883
Latin America and the Caribbean,Paraguay,2010,25-64,male,0.9500253
Latin America and the Caribbean,Paraguay,2010,25-64,total,0.9429492
Latin America and the Caribbean,Paraguay,2010,65+,female,0.7408477000000001
Latin America and the Caribbean,Paraguay,2010,65+,male,0.8135555999999999
Latin America and the Caribbean,Paraguay,2010,65+,total,0.7741091
Latin America and the Caribbean,Paraguay,2012,15+,female,0.9358785000000001
Latin America and the Caribbean,Paraguay,2012,15+,male,0.9481725
Latin America and the Caribbean,Paraguay,2012,15+,total,0.9419746999999999
Latin America and the Caribbean,Paraguay,2012,15-24,female,0.9810377
Latin America and the Caribbean,Paraguay,2012,15-24,male,0.9825123000000001
Latin America and the Caribbean,Paraguay,2012,15-24,total,0.9817792
Latin America and the Caribbean,Paraguay,2012,25-64,female,0.9385433999999999
Latin America and the Caribbean,Paraguay,2012,25-64,male,0.949824
Latin America and the Caribbean,Paraguay,2012,25-64,total,0.9441127
Latin America and the Caribbean,Paraguay,2012,65+,female,0.7542625
Latin America and the Caribbean,Paraguay,2012,65+,male,0.8039438
Latin America and the Caribbean,Paraguay,2012,65+,total,0.7784148999999999
Latin America and the Caribbean,Paraguay,2013,15+,female,0.9446626
Latin America and the Caribbean,Paraguay,2013,15+,male,0.9566619
Latin America and the Caribbean,Paraguay,2013,15+,total,0.9505904
Latin America and the Caribbean,Paraguay,2013,15-24,female,0.992046
Latin America and the Caribbean,Paraguay,2013,15-24,male,0.9859587000000001
Latin America and the Caribbean,Paraguay,2013,15-24,total,0.9889913
Latin America and the Caribbean,Paraguay,2013,25-64,female,0.9481647
Latin America and the Caribbean,Paraguay,2013,25-64,male,0.9606297
Latin America and the Caribbean,Paraguay,2013,25-64,total,0.9542968999999999
Latin America and the Caribbean,Paraguay,2013,65+,female,0.7578951
Latin America and the Caribbean,Paraguay,2013,65+,male,0.818457
Latin America and the Caribbean,Paraguay,2013,65+,total,0.7870841
Latin America and the Caribbean,Paraguay,2014,15+,female,0.942148
Latin America and the Caribbean,Paraguay,2014,15+,male,0.9587412000000001
Latin America and the Caribbean,Paraguay,2014,15+,total,0.9503480999999999
Latin America and the Caribbean,Paraguay,2014,15-24,female,0.9846341
Latin America and the Caribbean,Paraguay,2014,15-24,male,0.989637
Latin America and the Caribbean,Paraguay,2014,15-24,total,0.9871380000000001
Latin America and the Caribbean,Paraguay,2014,25-64,female,0.9470168
Latin America and the Caribbean,Paraguay,2014,25-64,male,0.9603219
Latin America and the Caribbean,Paraguay,2014,25-64,total,0.9536003
Latin America and the Caribbean,Paraguay,2014,65+,female,0.7689870999999999
Latin America and the Caribbean,Paraguay,2014,65+,male,0.8312185
Latin America and the Caribbean,Paraguay,2014,65+,total,0.7980849000000001
Latin America and the Caribbean,Paraguay,2015,15+,female,0.9487442
Latin America and the Caribbean,Paraguay,2015,15+,male,0.962543
Latin America and the Caribbean,Paraguay,2015,15+,total,0.9555484
Latin America and the Caribbean,Paraguay,2015,15-24,female,0.989689
Latin America and the Caribbean,Paraguay,2015,15-24,male,0.9835383
Latin America and the Caribbean,Paraguay,2015,15-24,total,0.986536
Latin America and the Caribbean,Paraguay,2015,25-64,female,0.9549267
Latin America and the Caribbean,Paraguay,2015,25-64,male,0.9673125
Latin America and the Caribbean,Paraguay,2015,25-64,total,0.9609414
Latin America and the Caribbean,Paraguay,2015,65+,female,0.7701741
Latin America and the Caribbean,Paraguay,2015,65+,male,0.8490913
Latin America and the Caribbean,Paraguay,2015,65+,total,0.8080704
Latin America and the Caribbean,Paraguay,2016,15+,female,0.9383505
Latin America and the Caribbean,Paraguay,2016,15+,male,0.9547606000000001
Latin America and the Caribbean,Paraguay,2016,15+,total,0.9465024
Latin America and the Caribbean,Paraguay,2016,15-24,female,0.9870381
Latin America and the Caribbean,Paraguay,2016,15-24,male,0.9820768
Latin America and the Caribbean,Paraguay,2016,15-24,total,0.984506
Latin America and the Caribbean,Paraguay,2016,25-64,female,0.9454591999999999
Latin America and the Caribbean,Paraguay,2016,25-64,male,0.9601103999999999
Latin America and the Caribbean,Paraguay,2016,25-64,total,0.9526976
Latin America and the Caribbean,Paraguay,2016,65+,female,0.7421992000000001
Latin America and the Caribbean,Paraguay,2016,65+,male,0.8182693999999999
Latin America and the Caribbean,Paraguay,2016,65+,total,0.7781256000000001
Latin America and the Caribbean,Paraguay,2018,15+,female,0.9353171
Latin America and the Caribbean,Paraguay,2018,15+,male,0.9451148
Latin America and the Caribbean,Paraguay,2018,15+,total,0.9402079999999999
Latin America and the Caribbean,Paraguay,2018,15-24,female,0.9886784
Latin America and the Caribbean,Paraguay,2018,15-24,male,0.9773242000000001
Latin America and the Caribbean,Paraguay,2018,15-24,total,0.9828152
Latin America and the Caribbean,Paraguay,2018,25-64,female,0.9499973
Latin America and the Caribbean,Paraguay,2018,25-64,male,0.956537
Latin America and the Caribbean,Paraguay,2018,25-64,total,0.9532290999999999
Latin America and the Caribbean,Paraguay,2018,65+,female,0.6840463
Latin America and the Caribbean,Paraguay,2018,65+,male,0.7588686
Latin America and the Caribbean,Paraguay,2018,65+,total,0.7201436
Latin America and the Caribbean,Peru,2012,15+,female,0.9066883
Latin America and the Caribbean,Peru,2012,15+,male,0.9695013
Latin America and the Caribbean,Peru,2012,15+,total,0.9384173
Latin America and the Caribbean,Peru,2012,15-24,female,0.9867575
Latin America and the Caribbean,Peru,2012,15-24,male,0.9871934
Latin America and the Caribbean,Peru,2012,15-24,total,0.9869816
Latin America and the Caribbean,Peru,2012,25-64,female,0.9135859000000001
Latin America and the Caribbean,Peru,2012,25-64,male,0.9715779000000001
Latin America and the Caribbean,Peru,2012,25-64,total,0.9429187
Latin America and the Caribbean,Peru,2012,65+,female,0.6325704000000001
Latin America and the Caribbean,Peru,2012,65+,male,0.8939292000000001
Latin America and the Caribbean,Peru,2012,65+,total,0.7560274
Latin America and the Caribbean,Peru,2014,15+,female,0.9044918
Latin America and the Caribbean,Peru,2014,15+,male,0.9694898000000001
Latin America and the Caribbean,Peru,2014,15+,total,0.9370795
Latin America and the Caribbean,Peru,2014,15-24,female,0.9878966
Latin America and the Caribbean,Peru,2014,15-24,male,0.9915706
Latin America and the Caribbean,Peru,2014,15-24,total,0.9897753
Latin America and the Caribbean,Peru,2014,25-64,female,0.9125089
Latin America and the Caribbean,Peru,2014,25-64,male,0.9715568
Latin America and the Caribbean,Peru,2014,25-64,total,0.942209
Latin America and the Caribbean,Peru,2014,65+,female,0.6294064
Latin America and the Caribbean,Peru,2014,65+,male,0.8811432
Latin America and the Caribbean,Peru,2014,65+,total,0.7452734
Latin America and the Caribbean,Peru,2015,15+,female,0.9124653
Latin America and the Caribbean,Peru,2015,15+,male,0.9710638
Latin America and the Caribbean,Peru,2015,15+,total,0.9416234
Latin America and the Caribbean,Peru,2015,15-24,female,0.9877290000000001
Latin America and the Caribbean,Peru,2015,15-24,male,0.9923967
Latin America and the Caribbean,Peru,2015,15-24,total,0.9900954
Latin America and the Caribbean,Peru,2015,25-64,female,0.9216392
Latin America and the Caribbean,Peru,2015,25-64,male,0.9720776999999999
Latin America and the Caribbean,Peru,2015,25-64,total,0.9468312
Latin America and the Caribbean,Peru,2015,65+,female,0.6600604
Latin America and the Caribbean,Peru,2015,65+,male,0.8970458000000001
Latin America and the Caribbean,Peru,2015,65+,total,0.7685827000000001
Latin America and the Caribbean,Peru,2016,15+,female,0.9118853
Latin America and the Caribbean,Peru,2016,15+,male,0.9718846000000001
Latin America and the Caribbean,Peru,2016,15+,total,0.9417367
Latin America and the Caribbean,Peru,2016,15-24,female,0.986722
Latin America and the Caribbean,Peru,2016,15-24,male,0.9908887
Latin America and the Caribbean,Peru,2016,15-24,total,0.9888349
Latin America and the Caribbean,Peru,2016,25-64,female,0.9201990999999999
Latin America and the Caribbean,Peru,2016,25-64,male,0.9739147
Latin America and the Caribbean,Peru,2016,25-64,total,0.9470299
Latin America and the Caribbean,Peru,2016,65+,female,0.6737812
Latin America and the Caribbean,Peru,2016,65+,male,0.8993163
Latin America and the Caribbean,Peru,2016,65+,total,0.7770143
Latin America and the Caribbean,Peru,2017,15+,female,0.9127012999999999
Latin America and the Caribbean,Peru,2017,15+,male,0.9703974
Latin America and the Caribbean,Peru,2017,15+,total,0.9414961
Latin America and the Caribbean,Peru,2017,15-24,female,0.9885308
Latin America and the Caribbean,Peru,2017,15-24,male,0.9925598
Latin America and the Caribbean,Peru,2017,15-24,total,0.9905748
Latin America and the Caribbean,Peru,2017,25-64,female,0.9212893
Latin America and the Caribbean,Peru,2017,25-64,male,0.9718199
Latin America and the Caribbean,Peru,2017,25-64,total,0.9466498
Latin America and the Caribbean,Peru,2017,65+,female,0.6772450999999999
Latin America and the Caribbean,Peru,2017,65+,male,0.895263
Latin America and the Caribbean,Peru,2017,65+,total,0.7770891
Latin America and the Caribbean,Peru,2018,15+,female,0.9170311
Latin America and the Caribbean,Peru,2018,15+,male,0.9712137
Latin America and the Caribbean,Peru,2018,15+,total,0.9440827
Latin America and the Caribbean,Peru,2018,15-24,female,0.9896697
Latin America and the Caribbean,Peru,2018,15-24,male,0.990792
Latin America and the Caribbean,Peru,2018,15-24,total,0.9902375999999999
Latin America and the Caribbean,Peru,2018,25-64,female,0.9261877
Latin America and the Caribbean,Peru,2018,25-64,male,0.9726349999999999
Latin America and the Caribbean,Peru,2018,25-64,total,0.9495325
Latin America and the Caribbean,Peru,2018,65+,female,0.6916334000000001
Latin America and the Caribbean,Peru,2018,65+,male,0.9060670000000001
Latin America and the Caribbean,Peru,2018,65+,total,0.7901215
Latin America and the Caribbean,Puerto Rico,2010,15+,female,0.9253015000000001
Latin America and the Caribbean,Puerto Rico,2010,15+,male,0.9133078
Latin America and the Caribbean,Puerto Rico,2010,15+,total,0.9196523000000001
Latin America and the Caribbean,Puerto Rico,2010,15-24,female,0.9885419
Latin America and the Caribbean,Puerto Rico,2010,15-24,male,0.9881458000000001
Latin America and the Caribbean,Puerto Rico,2010,15-24,total,0.9883418
Latin America and the Caribbean,Puerto Rico,2010,25-64,female,0.9351616
Latin America and the Caribbean,Puerto Rico,2010,25-64,male,0.9054175999999999
Latin America and the Caribbean,Puerto Rico,2010,25-64,total,0.9211489
Latin America and the Caribbean,Puerto Rico,2010,65+,female,0.836974
Latin America and the Caribbean,Puerto Rico,2010,65+,male,0.8560787999999999
Latin America and the Caribbean,Puerto Rico,2010,65+,total,0.8453075
Latin America and the Caribbean,Puerto Rico,2017,15+,female,0.9239002000000001
Latin America and the Caribbean,Puerto Rico,2017,15+,male,0.9238996
Latin America and the Caribbean,Puerto Rico,2017,15+,total,0.9239
Latin America and the Caribbean,Puerto Rico,2017,15-24,female,0.9238970000000001
Latin America and the Caribbean,Puerto Rico,2017,15-24,male,0.9238995
Latin America and the Caribbean,Puerto Rico,2017,15-24,total,0.9238983000000001
Latin America and the Caribbean,Puerto Rico,2017,25-64,female,0.9239011
Latin America and the Caribbean,Puerto Rico,2017,25-64,male,0.9239005
Latin America and the Caribbean,Puerto Rico,2017,25-64,total,0.9239008
Latin America and the Caribbean,Puerto Rico,2017,65+,female,0.9239001
Latin America and the Caribbean,Puerto Rico,2017,65+,male,0.9238972
Latin America and the Caribbean,Puerto Rico,2017,65+,total,0.9238989
Latin America and the Caribbean,Suriname,2010,15+,female,0.9400354
Latin America and the Caribbean,Suriname,2010,15+,male,0.9536479
Latin America and the Caribbean,Suriname,2010,15+,total,0.9467574999999999
Latin America and the Caribbean,Suriname,2010,15-24,female,0.9880215
Latin America and the Caribbean,Suriname,2010,15-24,male,0.9797273
Latin America and the Caribbean,Suriname,2010,15-24,total,0.9837663999999999
Latin America and the Caribbean,Suriname,2010,25-64,female,0.9502526
Latin America and the Caribbean,Suriname,2010,25-64,male,0.9637979
Latin America and the Caribbean,Suriname,2010,25-64,total,0.9568873000000001
Latin America and the Caribbean,Suriname,2010,65+,female,0.7435729000000001
Latin America and the Caribbean,Suriname,2010,65+,male,0.7947974000000001
Latin America and the Caribbean,Suriname,2010,65+,total,0.7674774
Latin America and the Caribbean,Suriname,2012,15+,female,0.9099791
Latin America and the Caribbean,Suriname,2012,15+,male,0.9486987
Latin America and the Caribbean,Suriname,2012,15+,total,0.9286866
Latin America and the Caribbean,Suriname,2012,15-24,female,0.9725965999999999
Latin America and the Caribbean,Suriname,2012,15-24,male,0.9808572
Latin America and the Caribbean,Suriname,2012,15-24,total,0.9766790000000001
Latin America and the Caribbean,Suriname,2012,25-64,female,0.9176860000000001
Latin America and the Caribbean,Suriname,2012,25-64,male,0.9543292
Latin America and the Caribbean,Suriname,2012,25-64,total,0.9354452999999999
Latin America and the Caribbean,Suriname,2012,65+,female,0.7153077
Latin America and the Caribbean,Suriname,2012,65+,male,0.8149007
Latin America and the Caribbean,Suriname,2012,65+,total,0.7595851
Latin America and the Caribbean,Suriname,2018,15+,female,0.9271206
Latin America and the Caribbean,Suriname,2018,15+,male,0.9607403999999999
Latin America and the Caribbean,Suriname,2018,15+,total,0.9438327
Latin America and the Caribbean,Suriname,2018,15-24,female,0.9839996
Latin America and the Caribbean,Suriname,2018,15-24,male,0.9887543999999999
Latin America and the Caribbean,Suriname,2018,15-24,total,0.9864556
Latin America and the Caribbean,Suriname,2018,25-64,female,0.9331031
Latin America and the Caribbean,Suriname,2018,25-64,male,0.9623368999999999
Latin America and the Caribbean,Suriname,2018,25-64,total,0.9477487000000001
Latin America and the Caribbean,Suriname,2018,65+,female,0.7725293999999999
Latin America and the Caribbean,Suriname,2018,65+,male,0.8618129999999999
Latin America and the Caribbean,Suriname,2018,65+,total,0.8101326
Latin America and the Caribbean,Trinidad and Tobago,2010,15+,female,0.983
Latin America and the Caribbean,Trinidad and Tobago,2010,15+,male,0.9914000000000001
Latin America and the Caribbean,Trinidad and Tobago,2010,15+,total,0.987
Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,female,0.996
Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,male,0.9954999999999999
Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,total,0.996
Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,female,0.992
Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,male,0.9924
Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,total,0.992
Latin America and the Caribbean,Trinidad and Tobago,2010,65+,female,0.9109999999999999
Latin America and the Caribbean,Trinidad and Tobago,2010,65+,male,0.9738
Latin America and the Caribbean,Trinidad and Tobago,2010,65+,total,0.938
Latin America and the Caribbean,Uruguay,2010,15+,female,0.9849095
Latin America and the Caribbean,Uruguay,2010,15+,male,0.9761017
Latin America and the Caribbean,Uruguay,2010,15+,total,0.9807271
Latin America and the Caribbean,Uruguay,2010,15-24,female,0.9922540999999999
Latin America and the Caribbean,Uruguay,2010,15-24,male,0.9835943
Latin America and the Caribbean,Uruguay,2010,15-24,total,0.9878418999999999
Latin America and the Caribbean,Uruguay,2010,25-64,female,0.9897627
Latin America and the Caribbean,Uruguay,2010,25-64,male,0.9810433000000001
Latin America and the Caribbean,Uruguay,2010,25-64,total,0.9855225
Latin America and the Caribbean,Uruguay,2010,65+,female,0.9634851999999999
Latin America and the Caribbean,Uruguay,2010,65+,male,0.9433962
Latin America and the Caribbean,Uruguay,2010,65+,total,0.9555604
Latin America and the Caribbean,Uruguay,2011,15+,female,0.9861907999999999
Latin America and the Caribbean,Uruguay,2011,15+,male,0.9802311
Latin America and the Caribbean,Uruguay,2011,15+,total,0.983359
Latin America and the Caribbean,Uruguay,2011,15-24,female,0.9912098
Latin America and the Caribbean,Uruguay,2011,15-24,male,0.986134
Latin America and the Caribbean,Uruguay,2011,15-24,total,0.9886221999999999
Latin America and the Caribbean,Uruguay,2011,25-64,female,0.9900913
Latin America and the Caribbean,Uruguay,2011,25-64,male,0.9837314
Latin America and the Caribbean,Uruguay,2011,25-64,total,0.9869955
Latin America and the Caribbean,Uruguay,2011,65+,female,0.9697777999999999
Latin America and the Caribbean,Uruguay,2011,65+,male,0.9560619
Latin America and the Caribbean,Uruguay,2011,65+,total,0.9643743
Latin America and the Caribbean,Uruguay,2012,15+,female,0.9866055
Latin America and the Caribbean,Uruguay,2012,15+,male,0.9810397000000001
Latin America and the Caribbean,Uruguay,2012,15+,total,0.9839593999999999
Latin America and the Caribbean,Uruguay,2012,15-24,female,0.9929778
Latin America and the Caribbean,Uruguay,2012,15-24,male,0.9862612
Latin America and the Caribbean,Uruguay,2012,15-24,total,0.9895525000000001
Latin America and the Caribbean,Uruguay,2012,25-64,female,0.9899468
Latin America and the Caribbean,Uruguay,2012,25-64,male,0.9830664
Latin America and the Caribbean,Uruguay,2012,25-64,total,0.9865944
Latin America and the Caribbean,Uruguay,2012,65+,female,0.9706162
Latin America and the Caribbean,Uruguay,2012,65+,male,0.9643124000000001
Latin America and the Caribbean,Uruguay,2012,65+,total,0.9681356
Latin America and the Caribbean,Uruguay,2013,15+,female,0.9863643000000001
Latin America and the Caribbean,Uruguay,2013,15+,male,0.9806341999999999
Latin America and the Caribbean,Uruguay,2013,15+,total,0.9836387000000001
Latin America and the Caribbean,Uruguay,2013,15-24,female,0.9931015
Latin America and the Caribbean,Uruguay,2013,15-24,male,0.9856438
Latin America and the Caribbean,Uruguay,2013,15-24,total,0.9892976
Latin America and the Caribbean,Uruguay,2013,25-64,female,0.9900182
Latin America and the Caribbean,Uruguay,2013,25-64,male,0.9844738
Latin America and the Caribbean,Uruguay,2013,25-64,total,0.9873141
Latin America and the Caribbean,Uruguay,2013,65+,female,0.9691244
Latin America and the Caribbean,Uruguay,2013,65+,male,0.9561974
Latin America and the Caribbean,Uruguay,2013,65+,total,0.9640409
Latin America and the Caribbean,Uruguay,2014,15+,female,0.9880905
Latin America and the Caribbean,Uruguay,2014,15+,male,0.9802507
